seasonal_chirp_96_DLinear,0.51737785,0.63734543
seasonal_chirp_192_DLinear,0.5186446,0.6392163
seasonal_chirp_336_DLinear,0.5051809,0.63523984
seasonal_chirp_720_DLinear,0.49647936,0.629603
seasonal_chirp_96_Autoformer,0.509028,0.6304332
seasonal_96_Autoformer,0.013610693,0.09272574
seasonal_trend_96_Autoformer,0.7337498,0.7165641
seasonal_192_Autoformer,0.013094456,0.0912158
trend_96_Autoformer,0.19736102,0.36251473
seasonal_chirp_192_Autoformer,0.5188626,0.63855785
seasonal_trend_192_Autoformer,1.5119413,1.0064548
seasonal_chirp_336_Autoformer,0.51643044,0.63873255
seasonal_336_Autoformer,0.01290209,0.090679266
trend_192_Autoformer,1.1038246,0.9146039
seasonal_chirp_720_Autoformer,0.5139027,0.6382087
seasonal_chirp_96_Crossformer,0.36352614,0.5079573
seasonal_trend_336_Autoformer,6.1119013,2.1261623
seasonal_chirp_192_Crossformer,0.41368008,0.5497517
seasonal_chirp_336_Crossformer,0.4496788,0.58181286
seasonal_720_Autoformer,0.013368715,0.091982
seasonal_chirp_720_Crossformer,0.4872044,0.61832577
seasonal_96_Crossformer,0.010135347,0.079498306
trend_336_Autoformer,5.6882033,2.0833647
seasonal_192_Crossformer,0.010098569,0.079388365
seasonal_chirp_96_FiLM,0.5941397,0.66252977
seasonal_336_Crossformer,0.009971588,0.078963086
seasonal_chirp_192_FiLM,0.5899388,0.6638364
seasonal_720_Crossformer,0.009777698,0.07838958
seasonal_96_DLinear,0.010188331,0.07969557
seasonal_192_DLinear,0.010138001,0.0795793
seasonal_336_DLinear,0.01002781,0.07925624
seasonal_720_DLinear,0.009809502,0.07854583
seasonal_trend_720_Autoformer,1.8904592,1.0830638
seasonal_chirp_336_FiLM,0.5699863,0.65378666
seasonal_96_FiLM,0.058405228,0.21986546
seasonal_trend_96_Crossformer,194.75267,12.850773
seasonal_trend_192_Crossformer,191.25075,12.846242
seasonal_chirp_720_FiLM,0.5815004,0.65836203
seasonal_192_FiLM,0.054027617,0.21043554
seasonal_trend_336_Crossformer,182.53119,12.663666
trend_720_Autoformer,5.439062,2.0539134
seasonal_chirp_96_Informer,0.5030861,0.6277178
trend_96_Crossformer,194.37056,12.85525
seasonal_trend_720_Crossformer,289.47424,16.575668
seasonal_trend_96_DLinear,0.010238771,0.079673186
seasonal_trend_192_DLinear,0.010265874,0.07983993
seasonal_trend_336_DLinear,0.012822673,0.087985694
seasonal_trend_720_DLinear,1.4447709,0.70820034
seasonal_336_FiLM,0.05156719,0.20468824
trend_192_Crossformer,190.52228,12.837763
seasonal_chirp_192_Informer,0.49926576,0.6256244
trend_336_Crossformer,181.76389,12.640515
seasonal_trend_96_FiLM,0.16372213,0.36158496
seasonal_720_FiLM,0.056533553,0.21675938
trend_720_Crossformer,288.67664,16.56633
trend_96_DLinear,0.010182824,0.07944759
seasonal_chirp_336_Informer,0.5053377,0.63108754
trend_192_DLinear,0.010216522,0.07960653
seasonal_trend_192_FiLM,0.014954919,0.09687139
trend_336_DLinear,0.012745095,0.087667726
trend_720_DLinear,1.4343516,0.7050634
seasonal_chirp_720_Informer,0.507205,0.63612086
seasonal_96_Informer,0.017520493,0.10615382
trend_96_FiLM,0.12472063,0.31136438
seasonal_trend_336_FiLM,0.015579868,0.099282
seasonal_chirp_96_Nonstationary_Transformer,0.49325112,0.6236163
seasonal_192_Informer,0.016760489,0.10345884
trend_192_FiLM,0.01466048,0.09601267
seasonal_trend_720_FiLM,0.030225785,0.13464281
seasonal_chirp_192_Nonstationary_Transformer,0.50754654,0.635013
seasonal_336_Informer,0.019608077,0.111797795
seasonal_trend_96_Informer,841.51105,27.227892
trend_336_FiLM,0.015648827,0.09944408
seasonal_trend_192_Informer,998.03955,30.123596
seasonal_chirp_336_Nonstationary_Transformer,0.50605696,0.63460815
seasonal_720_Informer,0.041537236,0.15534158
trend_720_FiLM,0.022536434,0.117416084
seasonal_trend_336_Informer,1185.7065,33.341034
trend_96_Informer,846.5668,27.32846
seasonal_96_Nonstationary_Transformer,0.017745879,0.10680931
seasonal_chirp_720_Nonstationary_Transformer,0.5039166,0.6345381
trend_192_Informer,978.1068,29.787037
seasonal_192_Nonstationary_Transformer,0.02306483,0.12274005
seasonal_trend_720_Informer,1504.4889,38.280365
seasonal_trend_96_Nonstationary_Transformer,0.5342553,0.64870894
trend_336_Informer,1190.3313,33.41618
seasonal_336_Nonstationary_Transformer,0.024463946,0.12542436
seasonal_chirp_96_Pyraformer,0.42487398,0.55748796
seasonal_trend_192_Nonstationary_Transformer,0.5624477,0.6581031
trend_720_Informer,1505.0642,38.2947
trend_96_Nonstationary_Transformer,0.034663767,0.14954214
seasonal_trend_336_Nonstationary_Transformer,0.62197155,0.67728776
seasonal_720_Nonstationary_Transformer,0.029293625,0.13719578
seasonal_chirp_192_Pyraformer,0.4913867,0.618918
trend_192_Nonstationary_Transformer,0.06123917,0.21311437
seasonal_trend_720_Nonstationary_Transformer,1.0240881,0.8294512
seasonal_chirp_96_Pyraformer,0.42487398,0.55748796
seasonal_chirp_336_Pyraformer,0.49756005,0.6256927
trend_336_Nonstationary_Transformer,0.12045135,0.29561415
seasonal_trend_96_Pyraformer,556.0615,21.895142
seasonal_chirp_720_Pyraformer,0.5048479,0.63472813
seasonal_chirp_96_TimeMixer,1.2136625,0.88725835
seasonal_chirp_192_TimeMixer,0.52410513,0.6456374
seasonal_chirp_336_TimeMixer,12.928455,2.5962024
seasonal_chirp_192_Pyraformer,0.4913867,0.618918
seasonal_chirp_720_TimeMixer,0.5099472,0.63761145
trend_720_Nonstationary_Transformer,0.4824172,0.53746843
seasonal_chirp_96_TimesNet,0.53115296,0.64718133
seasonal_trend_192_Pyraformer,648.8031,23.975805
seasonal_chirp_192_TimesNet,0.53262156,0.64534336
trend_96_Pyraformer,537.1666,21.482943
seasonal_chirp_336_TimesNet,0.51857924,0.64332455
seasonal_chirp_336_Pyraformer,0.49756005,0.6256927
seasonal_chirp_720_TimesNet,0.51171976,0.63922614
seasonal_chirp_96_TSMixer,0.5161695,0.6287203
seasonal_chirp_192_TSMixer,0.5147293,0.63895833
seasonal_chirp_336_TSMixer,0.5077635,0.63740337
seasonal_chirp_720_TSMixer,0.50598776,0.6361222
seasonal_chirp_720_Pyraformer,0.5048479,0.63472813
seasonal_96_TimeMixer,0.017461132,0.105146274
seasonal_trend_336_Pyraformer,706.7014,25.390974
seasonal_192_TimeMixer,0.37177542,0.48743176
seasonal_336_TimeMixer,0.023606513,0.12199495
seasonal_720_TimeMixer,0.6419187,0.6403515
trend_192_Pyraformer,621.442,23.447119
seasonal_96_TimesNet,0.010240611,0.07997745
seasonal_192_TimesNet,0.010217514,0.07992813
seasonal_trend_720_Pyraformer,1112.404,32.65142
seasonal_trend_96_TimeMixer,13.645945,2.829989
seasonal_trend_192_TimeMixer,25.359951,3.9387572
seasonal_trend_336_TimeMixer,5.771644,1.9187864
seasonal_trend_720_TimeMixer,0.69509006,0.67525816
seasonal_336_TimesNet,0.010239591,0.08010079
seasonal_trend_96_TimesNet,0.031117894,0.13842143
seasonal_720_TimesNet,0.009885645,0.07889594
seasonal_96_TSMixer,0.011903422,0.08641941
seasonal_192_TSMixer,0.01201627,0.08687593
trend_336_Pyraformer,704.4047,25.348885
seasonal_336_TSMixer,0.012081935,0.08720963
seasonal_720_TSMixer,0.012014393,0.08715199
seasonal_trend_192_TimesNet,0.51876336,0.56880844
seasonal_trend_336_TimesNet,1.0997257,0.76858765
trend_720_Pyraformer,1113.181,32.67425
trend_96_TimeMixer,6.7637196,2.0042183
seasonal_trend_720_TimesNet,35.13047,4.464108
seasonal_trend_96_TSMixer,7.8594,2.3358164
trend_192_TimeMixer,156.85588,9.266339
seasonal_trend_192_TSMixer,10.153435,2.622852
trend_336_TimeMixer,76.95863,6.468125
seasonal_trend_336_TSMixer,16.619385,3.682189
trend_720_TimeMixer,0.080997966,0.22624303
seasonal_trend_720_TSMixer,22.54391,4.141993
trend_96_TimesNet,0.011985434,0.086424775
trend_192_TimesNet,0.22139901,0.2982565
trend_336_TimesNet,0.8620901,0.59241325
trend_720_TimesNet,36.72201,4.5947013
trend_96_TSMixer,7.4052224,2.2848198
trend_192_TSMixer,9.324853,2.5090675
trend_336_TSMixer,15.796175,3.6087222
trend_720_TSMixer,22.97898,4.2693753
seasonal_96_Pyraformer,0.010713845,0.08191174
seasonal_192_Pyraformer,0.01063627,0.08151796
seasonal_336_Pyraformer,0.010503628,0.0810698
seasonal_720_Pyraformer,0.010375711,0.08089287
seasonal_trend_96_TSMixer,607.6867,19.765171
seasonal_trend_192_TSMixer,13359.873,113.72606
seasonal_trend_336_TSMixer,6919.394,80.78403
seasonal_trend_96_TSMixer,143.49223,9.785393
seasonal_trend_96_TSMixer,9.702634,2.2816086
seasonal_trend_96_TSMixer,53.884113,6.028861
seasonal_trend_96_TSMixer,109.16125,9.878222
seasonal_trend_96_TSMixer,7.8594,2.3358164
seasonal_trend_192_TSMixer,10.153435,2.622852
seasonal_trend_96_TSMixer,5.815193,1.8698261
seasonal_trend_96_TSMixer,6.96699,2.070701
seasonal_trend_96_TSMixer,6.96699,2.070701
seasonal_trend_96_TSMixer,1.3256074,0.9639434
seasonal_trend_96_TSMixer,2.366279,1.2672174
seasonal_trend_96_TSMixer,1.5615604,0.9081604
seasonal_trend_192_TSMixer,0.96244305,0.7916003
seasonal_trend_336_TSMixer,2.4759629,1.3488258
seasonal_trend_720_TSMixer,26.40358,4.7411366
seasonal_trend_96_TSMixer,13.090191,2.8186963
seasonal_trend_96_TSMixer,3.6243422,1.5274037
seasonal_trend_96_TSMixer,1.4306104,0.95890254
seasonal_trend_96_TSMixer,2.2271454,1.1896125
seasonal_trend_192_TSMixer,6.9681063,2.280961
seasonal_trend_336_TSMixer,8.890188,2.4774168
trend_96_TSMixer,15.362443,3.0677342
seasonal_trend_720_TSMixer,60.56065,7.145906
seasonal_trend_720_TSMixer,11.455876,2.841839
trend_96_TSMixer,1.2915866,0.8669079
trend_192_TSMixer,3.1810896,1.4222724
trend_336_TSMixer,4.836375,1.8179655
trend_720_TSMixer,16.753986,3.3918064
seasonal_trend_336_iTransformer,0.23468618,0.39373007
seasonal_trend_336_iTransformer,0.05414374,0.20627101
seasonal_trend_720_iTransformer,0.1143639,0.28876656
seasonal_trend_336_iTransformer,0.05817244,0.21522337
seasonal_trend_96_iTransformer,0.037443854,0.16790591
seasonal_trend_96_iTransformer,0.037539966,0.16813426
seasonal_trend_192_iTransformer,0.040977422,0.17694916
