

96,iTransformer,0.11819057,0.27135321
192,iTransformer,0.122021176,0.276199
336,iTransformer,0.13121337,0.28706923
720,iTransformer,0.17209055,0.32789728
96,PatchTST,0.11804861,0.27068782
192,PatchTST,0.12387447,0.27725405
336,PatchTST,0.13286413,0.28725877
720,PatchTST,0.16912712,0.3214172
96,Autoformer,0.15789042,0.31794593
192,Autoformer,0.16168654,0.32326847
336,Autoformer,0.16445853,0.32595107
720,Autoformer,0.5696759,0.6455424
96,Crossformer,0.3722393,0.50435233
192,Crossformer,0.390842,0.51806617
336,Crossformer,0.4502332,0.5606208
720,Crossformer,0.6743104,0.70225155
96,DLinear,0.34038934,0.4700722
192,DLinear,0.346715,0.47406814
336,DLinear,0.35737455,0.48250684
720,DLinear,0.40925953,0.5157722
96,FiLM,0.42356896,0.523854
192,FiLM,0.47171882,0.5633151
336,FiLM,0.54388183,0.61756694
720,FiLM,0.62969637,0.663356
96,Informer,1.2672428,0.9141569
192,Informer,1.32091,0.9345207
336,Informer,1.4671081,0.98893875
720,Informer,1.8157501,1.1225213
96,Pyraformer,1.3556446,0.98907185
192,Pyraformer,1.6965876,1.1119257
336,Pyraformer,1.7324264,1.1246669
720,Pyraformer,2.1194952,1.2563299
96,TimeMixer,0.23210238,0.37945604
192,TimeMixer,0.20943975,0.36280492
336,TimeMixer,0.34190083,0.46828502
720,TimeMixer,0.2587031,0.406444
96,TimesNet,0.16665478,0.3213444
192,TimesNet,0.18320782,0.33668652
336,TimesNet,0.22762798,0.37473303
720,TimesNet,0.2990188,0.42523772
96,TSMixer,0.22548248,0.37574136
192,TSMixer,0.26751745,0.41097715
336,TSMixer,0.3411008,0.4689712
720,TSMixer,0.4456868,0.54639715
96,TimeMixer,0.11699204,0.2697874
192,TimeMixer,0.12056582,0.2743587
336,TimeMixer,0.12752843,0.28216046
720,TimeMixer,0.1564873,0.31270465
